"Condition","Stat","NUD4B_HUMAN","A0A7P0T808_HUMAN","A0A8I5KU53_HUMAN","ZN840_HUMAN","CC85C_HUMAN","C9JEV0_HUMAN","C9JNU9_HUMAN","ALBU_BOVIN","CYC_BOVIN","TRFE_BOVIN","F8W0H2_HUMAN","H0Y7V7_HUMAN","H0YD14_HUMAN","H3BUF6_HUMAN","H7C1W4_HUMAN","H7C3M7_HUMAN","TLR3_HUMAN","LRIG2_HUMAN","RAB3D_HUMAN","ADH1_YEAST","LYSC_CHICK","BGAL_ECOLI","CYTA_HUMAN","KPCB_HUMAN","LIPL_HUMAN","CO6_HUMAN","BGAL_HUMAN","SYTC_HUMAN","CASPE_HUMAN","DCAF6_HUMAN","DALD3_HUMAN","HGNAT_HUMAN","RFFL_HUMAN","RN185_HUMAN","ZN462_HUMAN","ALKB7_HUMAN","POLK_HUMAN","ACAD8_HUMAN"
"100pmol","n",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"100pmol","mean",10.6532858339024,12.0862074026695,10.6232406834666,8.26443645339601,8.84869646655094,6.87643214637919,8.17896843018623,16.7577733055545,13.0941802147047,14.0233390297357,9.06597034417405,10.0672927345202,9.94086339670277,7.97810217219245,7.82973130711092,9.82309148851195,7.40960231113221,8.59863271903937,10.0905794595759,15.1604531397963,13.6952175403257,14.3757288354293,8.89246358897696,9.8735187214491,8.297434629056,6.76818233977114,11.7142152976435,14.7560795920243,6.38489289695559,7.92288363633721,9.62149901518372,10.6043209714616,7.00434187644989,10.041835522317,8.67789095893501,6.80922865161318,7.81883069798836,7.50251798283252
"100pmol","sd",0.508341657956355,0.650973527263978,0.599404447208119,0.281607877835745,0.106691592865522,0.816864392370156,0.311671109607167,0,0.362239286856011,0.11932717636818,0.0851570082890198,0.121047398119546,0.309898724534769,0.176875011856943,0.299907893283559,0.475739533344612,0.338195909851317,0.172182044551541,0.113469741898668,0.00515827647521494,0.189197068417131,0.116728783757379,0.196233234736141,0.237806968277667,0.152762722843885,0.281344696505945,0.424438290864459,0.00849144160217552,0.521494428252176,0.380414043185297,0.560991464217741,0.361900372283992,0.195028203488352,0.293570035062767,0.471645377448089,0.539129408052441,1.04062435794314,0.0733599669338406
"100pmol","median",10.4407054979881,11.9866645152538,10.9044011386538,8.33579770469329,8.86005658984173,6.83581593803759,8.02313287538265,16.7577733055545,12.9649865025895,13.9738813934062,9.08172767820914,10.0484610412074,10.0134746748607,7.95179595095197,7.68452245935943,9.72429747322726,7.40369816434378,8.56419982208639,10.0759323145188,15.1630322780339,13.6276559087493,14.4308714965578,8.86153271905729,9.8954204063246,8.24622625306249,6.77116528945658,11.743019760688,14.7603253128253,6.2126513509996,7.92500892717979,9.76198762415373,10.6813370527816,7.00546898399377,10.0348410272185,8.4713152480073,7.05559254611144,7.32838980867261,7.53037905986258
"100pmol","trimmed",10.6532858339024,12.0862074026695,10.6232406834666,8.26443645339601,8.84869646655094,6.87643214637919,8.17896843018623,16.7577733055545,13.0941802147047,14.0233390297357,9.06597034417405,10.0672927345202,9.94086339670277,7.97810217219245,7.82973130711092,9.82309148851195,7.40960231113221,8.59863271903937,10.0905794595759,15.1604531397963,13.6952175403257,14.3757288354293,8.89246358897696,9.8735187214491,8.297434629056,6.76818233977114,11.7142152976435,14.7560795920243,6.38489289695559,7.92288363633721,9.62149901518372,10.6043209714616,7.00434187644989,10.041835522317,8.67789095893501,6.80922865161318,7.81883069798836,7.50251798283252
"100pmol","mad",0.137691448559622,0.498903325774641,0.0779088472809705,0.177030292023296,0.0972461429058132,0.917321613708372,0,0,0.10815163562225,0.0217986618225062,0.0808661153617981,0.0801916740692016,0.187902197826041,0.18130069777494,0.0204763164736226,0.369095622773372,0.30540346209918,0.131403229607931,0.111610764762177,0,0.0563232018255841,0.0136145992421924,0.18802118407189,0.234767236548089,0.0740280381622515,0.255962922389022,0.49890332577464,0,0.308477090680372,0.47474798506788,0.355441459539486,0.20431183049754,0.178307629904256,0.346973984985462,0.116960498164437,0.0886895027828342,0.112584036532784,0.0185507800696235
"100pmol","min",10.3252182620525,11.4065140775809,9.72721052033234,7.86817087534818,8.71051779201782,6.00458640382546,8.02313287538265,16.7577733055545,12.8190919448906,13.9444754014697,8.9641548945025,9.94028395491413,9.50453933633778,7.82951030561611,7.67071137310985,9.37650686695383,7.00150261022519,8.43315958705162,9.97848830851393,15.1527157250835,13.5516769503983,14.2011179306608,8.71051779201782,9.57418490565289,8.17930648124974,6.42071629817373,11.2912962254026,14.743342429621,6.00458640382546,7.53037905986258,8.83297164493308,10.0976598440568,6.76439323015764,9.72721052033234,8.39242647277161,6.00458640382546,7.24203630765438,7.39391009226625
"100pmol","max",11.4065140775809,12.9649865025895,10.9569499362263,8.51797952884929,8.9641548945025,7.82951030561611,8.64647509459698,16.7577733055545,13.6276559087493,14.2011179306608,9.13627112577544,10.2319649007519,10.2319649007519,8.17930648124974,8.27916893661498,10.4672641406394,7.82951030561611,8.83297164493308,10.2319649007519,15.1630322780339,13.9738813934062,14.4400544179407,9.13627112577544,10.1290491674943,8.51797952884929,7.10968248199768,12.0795254437952,14.7603253128253,7.10968248199768,8.31113763112669,10.1290491674943,10.9569499362263,7.24203630765438,10.3704495144989,9.37650686695383,7.12114311040438,9.37650686695383,7.55540371933867
"100pmol","range",1.08129581552841,1.55847242500865,1.22973941589395,0.649808653501113,0.253637102484674,1.82492390179065,0.623342219214335,0,0.808563963858701,0.25664252919106,0.172116231272939,0.291680945837822,0.727425564414171,0.349796175633626,0.608457563505126,1.0907572736856,0.828007695390923,0.399812057881453,0.253476592238016,0.0103165529504299,0.422204443007898,0.238936487279899,0.425753333757614,0.554864261841454,0.338673047599549,0.688966183823948,0.788229218392575,0.016982883204351,1.10509607817222,0.780758571264102,1.29607752256127,0.859290092169465,0.477643077496735,0.64323899416652,0.984080394182223,1.11655670657892,2.13447055929946,0.161493627072418
"100pmol","skew",0.697557469414967,0.32399477691223,-0.734967426860142,-0.49060575641657,-0.21536430088072,0.0746171640562591,0.749999999999997,NA,0.666368957869558,0.718958438535614,-0.169596037292001,0.338743041929805,-0.479640544214895,0.111497153294178,0.745804997955134,0.378351400690223,0.0392201530080757,0.382730315222733,0.199127500662816,-0.750000000000194,0.666858646845255,-0.737864368050997,0.21357959827595,-0.171165685798847,0.594464727118525,-0.0238335611899092,-0.0237842182456439,-0.750000000000117,0.477322385416347,-0.0050802127806867,-0.486177079892106,-0.449909542014932,-0.0129954562550449,0.0322210033797374,0.696650738960979,-0.728106337621803,0.740757995468111,-0.690180310254162
"100pmol","kurtosis",-1.72603594361471,-1.87072381099004,-1.69828327434517,-1.84487611622958,-1.94943414933924,-2.17987945162632,-1.6875,NA,-1.73273853977339,-1.7058522488989,-2.24613223154079,-1.84045295928543,-1.81924899368245,-2.31065185314441,-1.69040966790566,-1.9467364460179,-1.87579836637969,-1.91694304099526,-2.12421470381607,-1.68749999999974,-1.7325055296404,-1.69614357859146,-2.16143045148076,-2.02855898824812,-1.80146796586502,-1.87570002438182,-2.41012067398459,-1.68749999999984,-1.92577472163512,-2.34553130745363,-1.84631717115191,-1.81322079965333,-1.87557012287098,-2.23258772263636,-1.72809831436524,-1.70338135723894,-1.69400169449343,-1.72105725371631
"100pmol","se",0.254170828978178,0.325486763631989,0.29970222360406,0.140803938917872,0.0533457964327609,0.408432196185078,0.155835554803584,0,0.181119643428006,0.0596635881840899,0.0425785041445099,0.060523699059773,0.154949362267384,0.0884375059284713,0.14995394664178,0.237869766672306,0.169097954925659,0.0860910222757705,0.056734870949334,0.00257913823760747,0.0945985342085657,0.0583643918786894,0.0981166173680705,0.118903484138834,0.0763813614219425,0.140672348252973,0.21221914543223,0.00424572080108776,0.260747214126088,0.190207021592649,0.280495732108871,0.180950186141996,0.0975141017441759,0.146785017531383,0.235822688724044,0.269564704026221,0.520312178971571,0.0366799834669203
"200pmol","n",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"200pmol","mean",10.6488941225337,9.99950224947803,11.248509496843,8.45056280226484,8.24450370072593,6.74658423474891,8.30917257719423,16.7577733055545,13.2471247675145,13.7426616609443,9.25705650089326,10.1413902664846,9.99788910334953,8.08805829746876,7.56311502136822,10.0415876792745,7.52108127927406,8.40086058506074,10.2414149400625,15.1516556281637,14.1141044195495,14.7415973213218,8.81330144933329,10.1732191765056,8.45209103368212,7.09714252320468,12.1775774668796,14.4198013582492,6.10650476544894,7.49511125800209,9.91657210350332,10.5958168708709,6.77440454456363,9.40793817998718,8.86715757950175,7.58516789479436,7.24492441773632,8.11964396974071
"200pmol","sd",0.328943222301004,1.99115638301751,0.837327540448151,0.188160750237068,0.709444527144944,0.366465206476572,0.246800889271974,0,0.626017978172564,0.267171263471765,0.20105414916349,0.19431933424793,0.231294211471509,0.205033944121841,0.549184509576379,0.0887965991682084,0.127093199308391,0.180355617286715,0.248001047758728,0.0244818896786594,0.161289758780753,0.0403015498521859,0.310890242846131,0.238576302104839,0.229055666399857,0.105900779112418,0.760573875875435,0.0435834080050987,0.203836723246958,0.284994272982934,0.224269272461886,0.990103223799123,0.285824072751787,0.506471584655408,0.245345139424091,0.526876301143628,0.193133194507622,0.764602045404511
"200pmol","median",10.6304571427452,9.79952215583201,11.1621879407611,8.3564824271463,8.34847177360907,6.73765474543771,8.2084905955767,16.7577733055545,13.24582802823,13.7905185938514,9.25580736678088,10.0987350004987,9.98173004457634,8.1461654773812,7.73534283521772,10.0234742765596,7.53232721474303,8.36484863452985,10.25341267886,15.1516556281637,14.1765162282409,14.7415973213218,8.7218403740345,10.1940133929641,8.38631452979079,7.08621366602278,12.0450654008754,14.4198013582492,6.00458640382546,7.55773549273132,9.95223183410666,10.8173322222722,6.75149406958824,9.5814614932873,8.95368531680413,7.77944858207,7.26501028175669,8.13247267670909
"200pmol","trimmed",10.6488941225337,9.99950224947803,11.248509496843,8.45056280226484,8.24450370072593,6.74658423474891,8.30917257719423,16.7577733055545,13.2471247675145,13.7426616609443,9.25705650089326,10.1413902664846,9.99788910334953,8.08805829746876,7.56311502136822,10.0415876792745,7.52108127927406,8.40086058506074,10.2414149400625,15.1516556281637,14.1141044195495,14.7415973213218,8.81330144933329,10.1732191765056,8.45209103368212,7.09714252320468,12.1775774668796,14.4198013582492,6.10650476544894,7.49511125800209,9.91657210350332,10.5958168708709,6.77440454456363,9.40793817998718,8.86715757950175,7.58516789479436,7.24492441773632,8.11964396974071
"200pmol","mad",0.334757493969569,2.17651655261466,0.876154468116103,0,0.698056628208425,0.455375802389626,0.0870596421311902,0,0.661807763807816,0.223776437487526,0.180681076562486,0.122615295317235,0.271078224306227,0.0924032202366417,0.346976016076084,0.0606518426874667,0.139864812561356,0.165523949791571,0.224248628186734,0.0314339938634887,0.0679751747416203,0.0517459512876975,0.214492187338333,0.272376476848724,0.0986746430527219,0.112622986615295,0.725518129392308,0.0559597562836993,0,0.192486252968578,0.217205594492854,0.711813168552458,0.224419657631192,0.218202359864134,0.129241124811916,0.154489763107506,0.173119011178151,0.935076241114273
"200pmol","min",10.2776193206609,8.14256128332653,10.4132587029284,8.3564824271463,7.37526614545192,6.41225985031938,8.14976967143587,16.7577733055545,12.4949559135855,13.387722356062,9.01207193367352,9.9548323620125,9.79889028718647,7.7926907153951,6.80716413099304,9.9548323620125,7.37526614545192,8.25320425992336,9.92712111039655,15.1304536897694,13.8810203662384,14.7066951553379,8.57716737569487,9.92712111039655,8.25320425992336,6.99394761257076,11.5162453653698,14.3820570197333,6.00458640382546,7.09876759780082,9.6415866164635,9.23235767356928,6.44875609895396,8.66993944618767,8.5204024231646,6.80716413099304,6.99394761257076,7.307825415311
